"month","day","year","hour","minute","second","mw1","mw","drum_tsat","sec_sh_t","rh_out_t","pri_sh_t","hp_chest_in_temp","rh_bowl_in_t","fwd_temp_econ","hp_chest_delta_temp","ip_case_delta_temp","hp_stress_ratio","ip_stress_ratio","sh_dsup_flow","turb_throttle","mn_stm_cv","pulv_in_s","mw2"
3,6,2017,21,55,0,1.7,1.7,203.7,153.6,130.7,59.3,69.8,116.3,58,0.2,-0.1,0,0,0,2.6,56.3,0,1.7
3,6,2017,22,0,0,1.5,1.5,206,153.3,130.5,59.3,69.8,116.3,57.9,0.2,0.3,0,0,0,2.6,56.2,0,1.5
3,6,2017,22,5,0,1.5,1.5,203.7,153.3,130.4,59.3,69.9,116.3,58.1,0.3,0.2,0,0,0,2.6,55.9,0,1.5
3,6,2017,22,10,0,1.7,1.7,206,152.8,130.5,59.4,70,116.2,58.2,0.4,0.2,0,0,0,2.3,55.7,0,1.7
3,6,2017,22,15,0,1.7,1.7,206,153.3,130.6,59.3,69.9,116.1,58.1,0.3,0.1,0,0,0,2.3,55.9,0,1.7
3,6,2017,22,20,0,1.7,1.7,203.8,153.1,130.6,59.2,69.9,116.1,58.1,0.3,0.2,0,0,0,1.8,55.7,0,1.7
3,6,2017,22,25,0,1.5,1.5,206.1,152.8,130.1,59.4,69.6,116.1,58.1,0,0.2,0,0,0,2.6,55.9,0,1.5
3,6,2017,22,30,0,1.6,1.6,206,153.2,130.4,59.4,69.9,116,58,0.3,0.2,0,0,0,1.6,55.9,0,1.6
3,6,2017,22,35,0,1.6,1.6,206,153.3,130.2,59.3,69.9,116,58.1,0.3,0.2,0,0,0,2.6,55.7,0,1.6
3,6,2017,22,40,0,1.6,1.6,206,152.6,130.3,59.3,69.9,116.2,58,0.5,0.3,0,0,0,2.6,55.9,0,1.6
3,6,2017,22,45,0,1.8,1.8,203.8,152.8,130.4,59.4,69.8,116.1,58,0.3,0.3,0,0,0,2.6,55.7,0,1.8
3,6,2017,22,50,0,1.7,1.7,203.7,152.9,130.1,59.4,69.8,116.2,58.2,0.1,0.3,0,0,0,2.6,55.9,0,1.7
3,6,2017,22,55,0,1.7,1.7,203.8,152.9,130.3,59.4,69.6,115.6,58,0,-0.2,0,0,0,2.6,55.9,0,1.7
3,6,2017,23,0,0,1.6,1.6,206.1,152.9,130,59.4,69.8,116,58.2,0.1,0.2,0,0,0,2.6,55.6,0,1.6
3,6,2017,23,5,0,1.7,1.7,206.1,152.6,129.8,59.3,69.6,116,57.9,0,0.2,0,0,0,2.6,55.9,0,1.7
3,6,2017,23,10,0,1.8,1.8,206.1,152.4,130.1,59.4,69.8,115.7,57.9,0.1,0,0,0,0,2.6,55.7,0,1.8
3,6,2017,23,15,0,1.7,1.7,206,152.4,130.1,59.4,69.6,115.7,58.3,0,0.3,0,0,0,1.8,55.4,0,1.7
3,6,2017,23,20,0,1.7,1.7,203.8,152.4,129.8,59.4,69.6,115.7,58,0.2,0.3,0,0,0,2.6,55.1,0,1.7
3,6,2017,23,25,0,1.7,1.7,206.1,152.6,129.4,59.3,69.6,115.9,57.8,0.2,0.7,0,0,0,2.6,55.4,0,1.7
3,6,2017,23,30,0,1.7,1.7,206.1,152.1,129.7,59.2,69.7,115.8,58,0.3,0.7,0,0,0,2.6,55.1,0,1.7
3,6,2017,23,35,0,1.6,1.6,206,152.4,129.9,59.2,69.6,115.8,58,0.2,0.7,0,0,0,2.6,55.3,0,1.6
3,6,2017,23,40,0,1.8,1.8,206.1,152.2,129.9,59.4,69.9,115.7,58,0.3,0.6,0,0,0,1.8,55.4,0,1.8
3,6,2017,23,45,0,1.6,1.6,203.8,151.7,129.7,59,69.9,115.7,58,0.3,0.7,0,0,0,2.6,55.1,0,1.6
3,6,2017,23,50,0,1.7,1.7,203.8,152.1,129.6,59.3,69.6,115.7,57.8,0.1,0.7,0,0,0,2.6,55.4,0,1.7
3,6,2017,23,55,0,1.7,1.7,206.1,152.2,129.4,59.4,69.8,115,57.8,0.3,0.1,0,0,0,2.3,55.1,0,1.7
3,7,2017,0,0,0,1.6,1.6,206,152,129.4,59.2,69.6,115.5,57.8,0.1,0.6,0,0,0,2.6,55.4,0,1.6
3,7,2017,0,5,0,1.7,1.7,206.1,152.4,129.7,59.4,69.9,115.5,57.9,0.5,0.7,0,0,0,1.8,54.9,0,1.7
3,7,2017,0,10,0,1.8,1.8,206.1,152.2,129.4,59.2,69.6,115.5,57.9,0.3,0.8,0,0,0,1.6,55.3,0,1.8
3,7,2017,0,15,0,1.8,1.8,206.1,152.2,129.4,59.1,69.6,115.5,57.8,0.3,0.8,0,0,0,2.6,55.1,0,1.8
3,7,2017,0,20,0,1.7,1.7,203.8,152,129.4,59.3,69.6,115.1,57.9,0.3,0.5,0,0,0,2.6,55.1,0,1.7
3,7,2017,0,25,0,1.6,1.6,206,151.8,129.3,59.3,69.7,115.1,57.7,0.5,0.5,0,0,0,1.8,55.1,0,1.6
3,7,2017,0,30,0,1.8,1.8,206.1,151.9,129.5,59.2,69.6,115.1,57.6,0.4,0.5,0,0,0,2.6,54.9,0,1.8
3,7,2017,0,35,0,1.5,1.5,206.1,151.9,129.3,58.9,69.7,115,57.8,0.6,0.5,0,0,0,2.6,55.1,0,1.5
3,7,2017,0,40,0,1.7,1.7,206.1,152,129.2,58.9,69.4,115,57.9,0,0.4,0,0,0,2.6,54.9,0,1.7
3,7,2017,0,45,0,1.7,1.7,206.1,151.8,129.2,59.1,69.6,115,57.7,0.1,0.4,0,0,0,2.6,55.1,0,1.7
3,7,2017,0,50,0,1.7,1.7,203.8,151.7,128.8,59.1,69.7,114.9,57.8,0.8,0.2,0,0,0,2.6,54.8,0,1.7
3,7,2017,0,55,0,1.7,1.7,206.1,151.5,128.8,59.1,69.6,114.9,57.8,0.1,0.4,0,0,0,2.6,55.2,0,1.7
3,7,2017,1,0,0,1.8,1.8,206.1,151.5,129,59.2,69.6,114.9,57.6,0.1,0.4,0,0,0,2.6,54.9,0,1.8
3,7,2017,1,5,0,1.8,1.8,206.1,151.3,128.8,59.1,69.7,114.9,57.9,0.3,0.4,0,0,0,2.6,54.6,0,1.8
3,7,2017,1,10,0,1.8,1.8,203.8,151.3,128.7,59.1,69.4,114.8,57.5,0.5,0.4,0,0,0,2.3,54.6,0,1.8
3,7,2017,1,15,0,1.7,1.7,203.8,151.5,129.1,59.1,69.4,114.7,58,0,0.3,0,0,0,2.6,55.1,0,1.7
3,7,2017,1,20,0,1.7,1.7,206.1,151.2,128.6,59.1,69.4,114.7,57.6,0.1,0.2,0,0,0,2.6,54.3,0,1.7
3,7,2017,1,25,0,1.7,1.7,206.1,151.1,128.6,59,69.4,114.8,57.8,0.2,0.4,0,0,0,2.3,54.3,0,1.7
3,7,2017,1,30,0,1.7,1.7,206.1,151,128.8,58.9,69.6,114.8,57.6,0.3,0.4,0,0,0,1.6,54.6,0,1.7
3,7,2017,1,35,0,1.7,1.7,206.1,151.3,128.6,59.2,69.6,114.8,57.6,0.3,0.5,0,0,0,2.6,55.3,0,1.7
3,7,2017,1,40,0,1.8,1.8,203.8,151.1,128.5,58.8,69.3,114.8,57.6,0,0.3,0,0,0,2.6,55.1,0,1.8
3,7,2017,1,45,0,1.8,1.8,206.1,150.9,128.3,59,69.3,114.5,58,0.1,0.1,0,0,0,2.3,54.8,0,1.8
3,7,2017,1,50,0,1.7,1.7,206.1,151.1,128.4,59,69.6,114.5,57.7,0.3,0.3,0,0,0,2.6,54.3,0,1.7
3,7,2017,1,55,0,1.8,1.8,206.1,151.1,128.3,58.8,69.6,114.5,57.9,0.5,0.4,0,0,0,2.6,54.3,0,1.8
3,7,2017,2,0,0,1.7,1.7,206.1,150.7,128.4,59,69.2,114.5,57.5,0.3,0.1,0,0,0,2.6,54.6,0,1.7
3,7,2017,2,5,0,1.8,1.8,206.1,150.6,128.2,58.9,69.4,114.5,57.5,0.2,0.1,0,0,0,2.6,54.5,0,1.8
3,7,2017,2,10,0,1.8,1.8,203.9,151,128.2,58.5,69.3,114.4,58.1,0,0.1,0,0,0,2.6,54.3,0,1.8
3,7,2017,2,15,0,1.7,1.7,203.9,150.7,128,58.9,69.3,114.4,57.6,0.1,-0.1,0,0,0,2.6,54.3,0,1.7
3,7,2017,2,20,0,1.8,1.8,203.9,150.6,128.1,58.6,69.2,114.5,57.7,0.5,0.2,0,0,0,1.8,54.6,0,1.8
3,7,2017,2,25,0,1.7,1.7,206.1,150.5,128.1,58.8,69.6,114.5,58,0.5,0.7,0,0,0,2.6,54.9,0,1.7
3,7,2017,2,30,0,1.7,1.7,206.1,150.3,128.2,58.6,69.4,114.4,57.8,0.2,0.1,0,0,0,2.6,53.9,0,1.7
3,7,2017,2,35,0,1.7,1.7,206.1,150.7,128.1,59,69.6,114.2,57.9,0.7,0.4,0,0,0,2.6,54,0,1.7
3,7,2017,2,40,0,1.8,1.8,206.1,150.6,128,58.5,69.6,114.2,57.3,0.7,0.4,0,0,0,2.6,54.3,0,1.8
3,7,2017,2,45,0,1.8,1.8,206.1,150.4,128,58.7,69.2,114.2,57.9,0.4,0.4,0,0,0,2.6,54.2,0,1.8
3,7,2017,2,50,0,1.7,1.7,206.1,150.6,128,58.8,69.2,114.1,57.4,0.4,0.3,0,0,0,2.6,54.2,0,1.7
3,7,2017,2,55,0,1.7,1.7,206.1,150.6,127.8,59,69.3,114.1,57.5,0.1,0.4,0,0,0,2.6,54,0,1.7
3,7,2017,3,0,0,1.7,1.7,206.1,150,127.9,58.9,69.1,114.1,57.5,0.5,0.4,0,0,0,2.6,54.6,0,1.7
3,7,2017,3,5,0,1.7,1.7,206.1,149.9,127.9,58.8,69.1,114,57.5,0.5,0.4,0,0,0,2.6,54.4,0,1.7
3,7,2017,3,10,0,1.8,1.8,206.1,150.3,127.9,58.8,69.2,114,57.8,0.3,0,0,0,0,2.6,54.4,0,1.8
3,7,2017,3,15,0,1.7,1.7,206.1,150.3,127.9,58.8,69.2,114,57.7,0.3,0,0,0,0,2.3,54.2,0,1.7
3,7,2017,3,20,0,1.7,1.7,206.1,150.4,127.9,58.7,69.4,114,57.5,0.5,0.2,0,0,0,2.6,54.2,0,1.7
3,7,2017,3,25,0,1.8,1.8,206.1,150,127.4,58.8,69.2,114,57.4,0.3,0.2,0,0,0,1.8,54.2,0,1.8
3,7,2017,3,30,0,1.7,1.7,203.9,150.4,127.6,58.8,69.4,113.6,57.4,0.8,-0.1,0,0,0,2.6,54,0,1.7
3,7,2017,3,35,0,1.8,1.8,206.1,149.7,127.1,58.6,69.3,114.1,57.5,0.7,0.4,0,0,0,2.6,54.2,0,1.8
3,7,2017,3,40,0,1.8,1.8,206.1,150,127.6,58.9,69.1,114,57.7,0.5,0.3,0,0,0,2.6,53.9,0,1.8
3,7,2017,3,45,0,1.8,1.8,203.9,150.2,127.3,58.3,69.2,114,57.3,0.6,0.3,0,0,0,2.6,53.8,0,1.8
3,7,2017,3,50,0,1.8,1.8,206.1,149.8,127.4,58.3,69.2,114,57.4,0.5,0.3,0,0,0,2.6,54.2,0,1.8
3,7,2017,3,55,0,1.8,1.8,203.9,149.7,127.4,58.3,69.1,113.8,57.3,0.4,0.2,0,0,0,1.6,54.2,0,1.8
3,7,2017,4,0,0,1.7,1.7,206.2,149.8,127.2,58.5,69.1,113.8,57.5,0.3,0.2,0,0,0,2.6,54,0,1.7
3,7,2017,4,5,0,1.8,1.8,206.2,149.7,127.2,58.5,68.9,113.8,57.5,0,0.1,0,0,0,2.6,54.4,0,1.8
3,7,2017,4,10,0,1.8,1.8,203.9,149.5,127.2,58.7,69.1,113.8,57.2,0.6,0.2,0,0,0,2.6,54.2,0,1.8
3,7,2017,4,15,0,1.8,1.8,203.9,149.4,127.1,58.6,69.1,113.8,57.5,0.7,0.2,0,0,0,2.6,54,0,1.8
3,7,2017,4,20,0,1.7,1.7,203.9,149.7,127,58.5,69.1,113.6,57.7,0.2,0.1,0,0,0,2.3,53.8,0,1.7
3,7,2017,4,25,0,1.9,1.9,206.2,149.5,126.9,58.4,69.2,113.6,56.9,0.8,0.4,0,0,0,2.3,54.4,0,1.9
3,7,2017,4,30,0,1.8,1.8,206.2,149.3,126.9,58.5,69.1,113.6,57.5,0.7,0,0,0,0,2.6,54,0,1.8
3,7,2017,4,35,0,1.9,1.9,206.2,149.4,127.1,58.4,69.4,113.5,57.4,0.6,0,0,0,0,1.8,53.8,0,1.9
3,7,2017,4,40,0,1.8,1.8,206.2,149.4,127,58.3,69.1,113.5,57.3,0.4,0.5,0,0,0,2.6,53.7,0,1.8
3,7,2017,4,45,0,1.8,1.8,206.2,149.4,127,58.5,68.5,113.5,57.4,0.2,0.4,0,0,0,2.6,54,0,1.8
3,7,2017,4,50,0,1.8,1.8,206.2,149.1,126.8,58.4,68.7,113.4,57.3,0,-0.1,0,0,0,2.6,53.7,0,1.8
3,7,2017,4,55,0,1.7,1.7,206.2,149.1,126.7,58.3,69.2,113.3,57.2,0.5,0.2,0,0,0,2.6,53.8,0,1.7
3,7,2017,5,0,0,1.8,1.8,206.2,149.5,126.9,58.5,68.9,113.5,57.2,0.1,0.4,0,0,0,2.6,53.3,0,1.8
3,7,2017,5,5,0,1.7,1.7,203.9,149.4,126.5,58.3,69.2,113.4,57,0.6,0.3,0,0,0,1.8,53.3,0,1.7
3,7,2017,5,10,0,1.6,1.6,206.2,149.1,126.5,58.3,68.9,113.4,57.7,0.3,0.3,0,0,0,2.6,53.9,0,1.6
3,7,2017,5,15,0,1.7,1.7,206.2,148.8,126.7,58.5,68.7,113.4,57.2,0.1,0.4,0,0,0,2.6,53.1,0,1.7
3,7,2017,5,20,0,1.7,1.7,204,149.1,126.8,58.4,69.2,113.1,57.2,1.1,0.1,0,0,0,2.6,53,0,1.7
3,7,2017,5,25,0,1.7,1.7,206.2,148.8,126.5,58.4,69.1,113.1,57.2,0.9,0.2,0,0,0,2.3,53.8,0,1.7
3,7,2017,5,30,0,1.7,1.7,206.2,148.8,126.4,58.2,68.7,113,56.8,0.5,0.2,0,0,0,2.3,53.5,0,1.7
3,7,2017,5,35,0,1.8,1.8,206.2,148.8,126.6,58.4,68.7,113,57.5,0.4,0,0,0,0,2.6,53.8,0,1.8
3,7,2017,5,40,0,1.8,1.8,206.2,149,126.5,58.3,68.8,113,57.3,0.6,0.1,0,0,0,2.3,53.3,0,1.8
3,7,2017,5,45,0,1.7,1.7,206.2,149.1,126.5,58.3,68.8,113.5,57.4,0.6,0.6,0,0,0,2.6,53.7,0,1.7
3,7,2017,5,50,0,1.7,1.7,206.2,148.6,126.3,58.4,68.7,113.5,57,0.3,0.8,0,0,0,2.3,53.1,0,1.7
3,7,2017,5,55,0,1.8,1.8,206.2,148.8,126.3,58.3,68.7,113.5,57.3,0.3,0.8,0,0,0,2.6,53.7,0,1.8
3,7,2017,6,0,0,1.8,1.8,203.9,148.3,126,58.3,68.7,113.5,57.2,0.4,0.9,0,0,0,2.6,53.5,0,1.8
3,7,2017,6,5,0,1.7,1.7,206.2,149,126,58.3,68.7,113.5,57,0.5,0.9,0,0,0,2.6,53.7,0,1.7
3,7,2017,6,10,0,1.7,1.7,206.2,148.3,126.2,58.2,69,112.7,56.9,1,0.1,0,0,0,1.8,53.7,0,1.7
3,7,2017,6,15,0,1.7,1.7,206.2,148.2,126.3,58.5,68.7,112.7,57,0.6,0.2,0,0,0,2.6,53.5,0,1.7
3,7,2017,6,20,0,1.7,1.7,206.2,148.7,126.3,58,68.5,112.7,57.1,0.6,0.2,0,0,0,2.6,53.5,0,1.7
3,7,2017,6,25,0,1.8,1.8,206.2,148.4,125.9,58.2,68.5,112.7,57.1,0.1,0.3,0,0,0,2.6,53.5,0,1.8
3,7,2017,6,30,0,1.7,1.7,206.2,148.4,125.6,58.3,68.5,112.7,57,0.4,0.3,0,0,0,1.8,53.3,0,1.7
3,7,2017,6,35,0,1.7,1.7,206.2,148.3,125.8,58.2,68.5,112.8,56.8,0.4,0.3,0,0,0,2.6,53.5,0,1.7
3,7,2017,6,40,0,1.7,1.7,206.2,148.4,125.6,58.1,68.8,112.8,57.1,0.6,0.4,0,0,0,2.6,53.2,0,1.7
3,7,2017,6,45,0,1.7,1.7,206.2,148,125.9,58.1,68.6,112.8,56.8,0.4,0.3,0,0,0,2.6,53.4,0,1.7
3,7,2017,6,50,0,1.7,1.7,206.2,148.2,125.5,58.2,68.7,112.7,56.8,0.3,0.6,0,0,0,1.8,52.9,0,1.7
3,7,2017,6,55,0,1.7,1.7,206.2,148.1,125.6,58.2,68.5,112.6,56.8,0.1,0.4,0,0,0,2.6,53.2,0,1.7
3,7,2017,7,0,0,1.7,1.7,204,148.1,125.3,58.1,68.5,112.6,57,0.1,0.3,0,0,0,2.6,53.2,0,1.7
3,7,2017,7,5,0,1.5,1.5,204,147.9,125.7,58.2,68.6,112.5,57,0.6,0.2,0,0,0,1.8,53.1,0,1.5
3,7,2017,7,10,0,1.7,1.7,206.2,148.2,125.9,58.2,68.2,112.4,56.7,0.1,0.1,0,0,0,2.6,53.1,0,1.7
3,7,2017,7,15,0,1.7,1.7,204,147.8,125.6,58.2,68.2,112.4,57,0,0.3,0,0,0,2.6,52.9,0,1.7
3,7,2017,7,20,0,1.7,1.7,206.3,147.8,125.6,58.1,68.6,112.5,56.8,0.4,0.4,0,0,0,2.6,52.9,0,1.7
3,7,2017,7,25,0,1.8,1.8,204,147.8,125.7,57.8,68.3,112.2,56.8,0.1,0.2,0,0,0,2.6,52.9,0,1.8
3,7,2017,7,30,0,1.5,1.5,206.3,147.9,125.4,58,68.6,112.4,56.8,0.4,0.4,0,0,0,2.3,53.1,0,1.5
3,7,2017,7,35,0,1.7,1.7,206.3,147.5,125.2,57.9,68.3,112.4,56.8,0.4,0.5,0,0,0,2.6,53.1,0,1.7
3,7,2017,7,40,0,1.5,1.5,206.3,147.8,125.2,57.8,68.5,112.4,56.9,0.6,0.5,0,0,0,2.6,52.8,0,1.5
3,7,2017,7,45,0,1.8,1.8,206.3,147.9,125.3,57.9,68.5,112.4,57.1,0.3,0.6,0,0,0,2.6,52.6,0,1.8
3,7,2017,7,50,0,1.6,1.6,206.3,147.7,125.4,57.9,68.5,112.1,56.8,0.8,0.1,0,0,0,1.8,52.6,0,1.6
3,7,2017,7,55,0,1.6,1.6,206.3,147.4,125.4,57.8,68.5,112,56.8,0.8,0,0,0,0,2.6,52.6,0,1.6
3,7,2017,8,0,0,1.6,1.6,206.3,147.2,124.8,57.9,68.3,112.1,57,0.1,0.1,0,0,0,2.6,52.9,0,1.6
3,7,2017,8,5,0,1.7,1.7,204,147.5,124.7,57.8,68.5,112,56.8,0.8,0.4,0,0,0,2.3,53.2,0,1.7
3,7,2017,8,10,0,1.5,1.5,206.3,147.3,124.4,57.8,68.5,112,56.9,0.8,0,0,0,0,2.3,52.6,0,1.5
3,7,2017,8,15,0,1.6,1.6,206.3,147.3,124.6,57.9,68.5,112,56.7,0.8,0,0,0,0,2.6,53.1,0,1.6
3,7,2017,8,20,0,1.8,1.8,204,147,124.8,57.9,68.3,111.9,56.7,0.4,0.1,0,0,0,2.6,52.9,0,1.8
3,7,2017,8,25,0,1.8,1.8,206.3,147.2,124.9,57.7,68,111.8,56.8,0.1,0,0,0,0,1.8,52.9,0,1.8
3,7,2017,8,30,0,1.7,1.7,204,147.2,124.5,57.6,68,111.9,56.7,0.1,0.2,0,0,0,2.6,52.8,0,1.7
3,7,2017,8,35,0,1.7,1.7,206.3,147.4,124.8,57.5,68.3,111.8,56.6,0.4,0.2,0,0,0,2.6,52.8,0,1.7
3,7,2017,8,40,0,1.5,1.5,204.1,147.1,124.5,57.7,68.1,112,56.7,0.5,0.2,0,0,0,2.6,52.8,0,1.5
3,7,2017,8,45,0,1.7,1.7,204,147.3,124.3,57.6,68,112,56.5,0.3,0.3,0,0,0,2.6,52.2,0,1.7
3,7,2017,8,50,0,1.7,1.7,204.1,146.8,124.3,57.7,68.2,112,57,-0.1,0.3,0,0,0,2.3,52.6,0,1.7
3,7,2017,8,55,0,1.8,1.8,206.3,147.1,124.2,57.7,68.3,111.8,56.8,0.8,0.2,0,0,0,2.6,52.7,0,1.8
3,7,2017,9,0,0,1.7,1.7,204.1,146.6,124.4,57.7,68.2,111.8,56.6,0.7,0,0,0,0,2.3,52.7,0,1.7
3,7,2017,9,5,0,1.6,1.6,204.1,146.7,124.3,57.5,68.3,111.5,56.5,0.8,-0.3,0,0,0,1.8,52.6,0,1.6
3,7,2017,9,10,0,1.7,1.7,206.3,146.8,124.2,57.6,68.3,111.5,56.5,0.2,0.3,0,0,0,2.3,52.4,0,1.7
3,7,2017,9,15,0,1.7,1.7,206.3,146.7,124.2,57.4,67.8,111.8,56.5,0.3,0.7,0,0,0,2.6,51.8,0,1.7
3,7,2017,9,20,0,1.8,1.8,206.3,146.8,124.4,57.3,68.2,111.8,56.6,0.7,0.2,0,0,0,2.6,52.2,0,1.8
3,7,2017,9,25,0,1.7,1.7,206.3,146.7,124.2,57.4,68.2,111.8,56.3,0.7,0.5,0,0,0,1.8,52.6,0,1.7
3,7,2017,9,30,0,1.8,1.8,204.1,146.5,124.1,57.4,68.1,111.7,56.6,0.7,0.4,0,0,0,2.3,52.2,0,1.8
3,7,2017,9,35,0,1.7,1.7,206.3,146.5,124,57.4,68,111.7,56.3,0.5,0.4,0,0,0,2.6,52.2,0,1.7
3,7,2017,9,40,0,1.8,1.8,206.3,146.3,124.1,57.5,68.3,111.7,56.6,0.8,0.5,0,0,0,2.6,52.6,0,1.8
3,7,2017,9,45,0,1.7,1.7,206.3,146.6,124.1,57.9,67.8,111.8,56.3,0.3,0.7,0,0,0,2.6,52.6,0,1.7
3,7,2017,9,50,0,1.8,1.8,206.3,146.3,124,57.3,68,111.5,56.6,0.5,-0.1,0,0,0,2.6,52.4,0,1.8
3,7,2017,9,55,0,1.7,1.7,204.1,146.4,123.9,57.4,68.2,111.5,56.5,0.7,0.2,0,0,0,2.6,52.2,0,1.7
3,7,2017,10,0,0,1.7,1.7,206.3,146.3,123.8,57.2,68.3,111.5,56.3,0.7,0.2,0,0,0,2.6,52,0,1.7
3,7,2017,10,5,0,1.7,1.7,204.1,146.1,124,57.2,68.2,111,56.5,0.5,-0.2,0,0,0,2.6,52,0,1.7
3,7,2017,10,10,0,1.8,1.8,206.3,146.3,123.9,57.3,68.3,111.7,56.1,0.8,0.4,0,0,0,2.6,51.8,0,1.8
3,7,2017,10,15,0,1.8,1.8,206.3,145.8,123.7,57.1,68.2,111.1,56.3,0.6,0,0,0,0,2.6,52.2,0,1.8
3,7,2017,10,20,0,1.8,1.8,206.3,145.6,123.7,57.3,68.2,111.1,56.5,0.6,-0.1,0,0,0,1.8,52.2,0,1.8
3,7,2017,10,25,0,1.8,1.8,206.3,145.8,123.7,57.3,68,111.1,56.3,0.4,0.1,0,0,0,2.6,52,0,1.8
3,7,2017,10,30,0,1.8,1.8,206.3,146.1,123.6,57,67.8,111.6,56.5,0.1,0.7,0,0,0,1.6,52,0,1.8
3,7,2017,10,35,0,1.8,1.8,206.3,145.7,123.9,57.4,67.8,111.1,56.5,0.1,0.3,0,0,0,2.6,51.9,0,1.8
3,7,2017,10,40,0,1.6,1.6,206.3,145.6,123.7,57.2,67.8,111.3,56.5,0.1,0.5,0,0,0,1.8,52,0,1.6
3,7,2017,10,45,0,1.7,1.7,206.3,145.9,123.9,57.2,68.1,111.2,56.3,0.4,0.5,0,0,0,2.6,51.9,0,1.7
3,7,2017,10,50,0,1.7,1.7,206.3,145.9,123.1,57.1,67.8,111.2,56.3,0.3,0.5,0,0,0,1.8,52,0,1.7
3,7,2017,10,55,0,1.8,1.8,206.3,145.9,123.5,57.2,67.9,111.2,56.3,0.4,0.5,0,0,0,1.8,51.5,0,1.8
3,7,2017,11,0,0,1.7,1.7,206.3,146,123.5,57.2,67.8,111.2,56.3,0.3,0.5,0,0,0,2.6,51.3,0,1.7
3,7,2017,11,5,0,1.8,1.8,206.3,145.6,123.4,57.1,68,111.1,56.2,0.4,0.5,0,0,0,2.3,51.8,0,1.8
3,7,2017,11,10,0,1.8,1.8,206.3,145.7,123.2,57.3,67.8,111.1,56.6,0.2,0.4,0,0,0,2.6,51.5,0,1.8
3,7,2017,11,15,0,1.8,1.8,204,145.6,123.1,57.2,68,111,56.3,0.4,0.3,0,0,0,1.8,51.7,0,1.8
3,7,2017,11,20,0,1.7,1.7,206.3,145.6,123.2,57.2,67.8,110.9,56.2,0.4,0.6,0,0,0,2.3,51.7,0,1.7
3,7,2017,11,25,0,1.8,1.8,206.3,145.6,122.8,57.1,68,110.9,56.1,0.6,0.6,0,0,0,2.3,51.7,0,1.8
3,7,2017,11,30,0,1.8,1.8,206.3,145.6,123.2,57,68,110.8,56.1,0.6,0.6,0,0,0,2.6,51.7,0,1.8
3,7,2017,11,35,0,1.8,1.8,206.3,145.4,123.1,57.1,67.5,110.8,56.1,0,0.7,0,0,0,2.6,51.9,0,1.8
3,7,2017,11,40,0,1.7,1.7,206.3,145.6,123.1,57.1,68,110.7,56.1,0.1,0.7,0,0,0,2.6,51.2,0,1.7
3,7,2017,11,45,0,1.8,1.8,206.3,145.4,122.8,56.9,68,110.7,55.9,0.6,0,0,0,0,2.6,51.9,0,1.8
3,7,2017,11,50,0,1.7,1.7,204,145.2,123.2,56.6,67.8,110.7,56.1,0.4,0.2,0,0,0,2.6,51.9,0,1.7
3,7,2017,11,55,0,1.8,1.8,206.3,145.6,122.7,56.8,68,110.6,55.9,0.1,0.1,0,0,0,2.6,51.3,0,1.8
3,7,2017,12,0,0,1.6,1.6,206.3,145.2,122.9,56.9,67.8,110.6,56.4,-0.1,0,0,0,0,2.6,51.7,0,1.6
3,7,2017,12,5,0,1.7,1.7,204,145,122.7,57,67.9,110.6,56.1,0,0.2,0,0,0,1.8,50.6,0,1.7
3,7,2017,12,10,0,1.7,1.7,204,145.2,122.4,57,68,110.6,55.9,0.5,0.2,0,0,0,2.6,51.3,0,1.7
3,7,2017,12,15,0,1.8,1.8,206.3,145,122.5,56.8,67.8,110.6,56.1,0.4,0.3,0,0,0,2.6,51.3,0,1.8
3,7,2017,12,20,0,1.8,1.8,206.2,145,122.8,56.8,67.8,110.6,56.3,0.4,0.3,0,0,0,2.6,50.6,0,1.8
3,7,2017,12,25,0,1.7,1.7,206.3,145.1,122.5,56.8,68.2,110.6,56.5,0.7,0.4,0,0,0,2.6,50.6,0,1.7
3,7,2017,12,30,0,1.7,1.7,204,144.7,122.7,57.1,68,110.6,56.1,0.1,0.4,0,0,0,2.6,50.7,0,1.7
3,7,2017,12,35,0,1.7,1.7,206.3,145,122.3,57.1,67.8,110.7,56.2,0.4,0.6,0,0,0,1.8,51.2,0,1.7
3,7,2017,12,40,0,1.7,1.7,206.3,144.7,122.7,56.9,68,110.2,56.5,0.1,0.3,0,0,0,2.6,51.2,0,1.7
3,7,2017,12,45,0,1.7,1.7,206.3,144.8,122.5,57,67.8,110.2,55.9,0.2,0.2,0,0,0,2.6,51.5,0,1.7
3,7,2017,12,50,0,1.7,1.7,204,144.5,122.7,57,67.6,110.2,56.5,0,0.2,0,0,0,2.6,50.8,0,1.7
3,7,2017,12,55,0,1.8,1.8,206.3,144.5,122.7,57,68,110.2,56.2,0.4,0.4,0,0,0,2.6,50.4,0,1.8
3,7,2017,13,0,0,1.7,1.7,204,144.6,122.7,56.9,68.1,110.2,56.2,0.6,0.4,0,0,0,2.6,50.6,0,1.7
3,7,2017,13,5,0,1.8,1.8,206.3,144.8,122.1,56.6,68,110.4,56.5,0.4,0.5,0,0,0,2.3,51.2,0,1.8
3,7,2017,13,10,0,1.7,1.7,206.3,144.8,122.1,56.5,68,110.2,56.1,0,0.4,0,0,0,2.6,50.4,0,1.7
